audio_path,transcription,duration
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (66).wav,I don't have time to go with you I am playing cricket,4.08675
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's no he slowly takes a long walk in the open air.wav,in the winter when it's no he slowly takes a long walk in the open air,10.031
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make a make my family.wav,I love my family and in the future I want to make a make my family,7.52325
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Michael Jackson book Adam place.wav,Michael Jackson book Adam place,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly his slowly takes a short walk in the open air.wav,in the winter when it snows is slowly his slowly takes a short walk in the open air,5.8514375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (21).wav,nature gives us fruits vegetables and grains to,4.82975
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to play I don't have time to go with you I am playing cricket.wav,I don't have time to play I don't have time to go with you I am playing cricket,7.7090625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the_horse_is_behind_the_car.wav,the horse is behind the car,2.6004375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's snowing slowly takes a short walk in the open air each.wav,in the winter when it's snowing slowly takes a short walk in the open air each,6.3158125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (42).wav,nature gives us fruits vegetables and grains,5.20125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Magic Balls Mike Like bikes Elsa WhatsApp book Adam place basket.wav,Magic Balls Mike Like bikes Elsa WhatsApp book Adam place basket,6.0371875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (156).wav,I don't have time to go with you I am playing cricket,5.5728125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (40).wav,I don't have time to go with you I am playing cricket,5.20125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus stop early but weighted until the bus.wav,mum and dad arrived at the bus stop early but weighted until the bus,8.0805625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (17).wav,I love my family and in the future I want to make my family proud,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's no he slowly takes a short walk in the open air each day.wav,in the winter when it's no he slowly takes a short walk in the open air each day,8.2663125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it is no is slowly takes a short walk in the open air each.wav,in the winter when it is no is slowly takes a short walk in the open air each,8.5449375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's nose is slowly takes a short walk in the open air is.wav,in the winter when it's nose is slowly takes a short walk in the open air is,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (148).wav,I love my family and in the future I want to make my family,7.430375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (112).wav,I don't have time to go with you I am playing cricket,3.5294375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (39).wav,I don't have time to go with you I am playing cricket,2.9721875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time go to go with you I am playing cricket.wav,I don't have time go to go with you I am playing cricket,7.430375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog eats bones Mike Like bikes else wants a book Adam place basket.wav,dog eats bones Mike Like bikes else wants a book Adam place basket,9.288
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (110).wav,I don't have time to go with you I am playing cricket,4.2725
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog and bones bikes like bikes Alice wants a book Adam place basket.wav,dog and bones bikes like bikes Alice wants a book Adam place basket,10.031
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog is more Mike likes Vibes Elsa wants a book Adam place basket.wav,dog is more Mike likes Vibes Elsa wants a book Adam place basket,7.3375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/natural is a scaring as our mother I always sweet like.wav,natural is a scaring as our mother I always sweet like,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family Pro (23).wav,I love my family and in the future I want to make my family Pro,6.78025
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/then they looked over the log.wav,then they looked over the log,4.12175
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (177).wav,I love my family and in the future I want to make my family,8.4520625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the dog shake the dog smell the pet .wav,the dog shake the dog smell the pet,5.1955
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (86).wav,nature gives us fruits vegetables and grains to,4.922625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time go to go with you I am playing cricket (1).wav,I don't have time go to go with you I am playing cricket,4.2725
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to eat (17).wav,nature gives us fruits vegetables and grains to eat,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in few and in the future I want to make my family.wav,I love my family and in few and in the future I want to make my family,7.616125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and I in the future I want to make my family Pro.wav,I love my family and I in the future I want to make my family Pro,5.6656875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but but waited until the bus game.wav,mum and dad arrived at the bus station early but but waited until the bus game,8.8235625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to take my family (2).wav,I love my family and in the future I want to take my family,4.736875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (58).wav,I love my family and in the future I want to make my family,4.736875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and and in the future I want to make my family proud (3).wav,I love my family and and in the future I want to make my family proud,8.2663125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (249).wav,I love my family and in the future I want to make my family,6.501625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waiting waiting until until the bus.wav,mum and dad arrived at the bus station early but waiting waiting until until the bus,14.11775
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not working open.wav,in the winter when it's not working open,5.2941875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (121).wav,I don't have time to go with you I am playing cricket,5.3870625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/born and died at the bus station I need but waited until the bus.wav,born and died at the bus station I need but waited until the bus,6.873125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (173).wav,I love my family and in the future I want to make my family,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Dog eat bones might like bikes Elsa want a book Adam place basket.wav,Dog eat bones might like bikes Elsa want a book Adam place basket,6.3158125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (170).wav,I don't have time to go with you I am playing cricket,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter season when it snows his slowly takes a short walk in the open age.wav,in the winter season when it snows his slowly takes a short walk in the open age,9.195125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the bus game.wav,mum and dad arrived at the bus station early but waited until the bus game,7.430375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (4).wav,nature gives us fruits vegetables and grains,5.7585625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/natural gives us fruit vegetables and grains to.wav,natural gives us fruit vegetables and grains to,5.5728125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the dog looked at the hat and the dog look in the jar.wav,the dog looked at the hat and the dog look in the jar,10.61675
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dogs 8 balls Mike likes by Elsa want once a book Adam place basket.wav,dogs 8 balls Mike likes by Elsa want once a book Adam place basket,7.9876875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/method gives us fruits vegetables and grain.wav,method gives us fruits vegetables and grain,3.5294375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to eat (26).wav,nature gives us fruits vegetables and grains to eat,4.08675
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (245).wav,I love my family and in the future I want to make my family,6.2229375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (29).wav,I love my family and in the future I want to make my family,4.2725
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/then he's hanging from the tree and he's got stuck .wav,then he's hanging from the tree and he's got stuck,6.639625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (10).wav,nature gives us fruits vegetables and grains,3.4365625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and either I love my family and in the future I want to make my family.wav,I love my family and either I love my family and in the future I want to make my family,10.4954375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open a rich (1).wav,in the winter when it snows is slowly takes a short walk in the open a rich,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and and in the future I want to make my family proud.wav,I love my family and and in the future I want to make my family proud,11.0526875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (104).wav,I love my family and in the future I want to make my family,6.966
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open air (3).wav,in the winter when it snows is slowly takes a short walk in the open air,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and he hides from the owl or vulture.wav,and he hides from the owl or vulture,3.21
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (100).wav,I don't have time to go with you I am playing cricket,4.08675
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (77).wav,I love my family and in the future I want to make my family,7.244625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the deer was looking .wav,the deer was looking,2.7815
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (41).wav,I don't have time to go with you I am playing cricket,3.9938125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have a time to go with you I am playing cricket (1).wav,I don't have a time to go with you I am playing cricket,5.3870625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (150).wav,I don't have time to go with you I am playing cricket,6.1300625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad every at the bus station early but weighted and play the bus.wav,mum and dad every at the bus station early but weighted and play the bus,11.79575
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Allama family and in the future I want to make my family.wav,Allama family and in the future I want to make my family,4.736875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (132).wav,I don't have time to go with you I am playing cricket,5.3870625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (153).wav,I love my family and in the future I want to make my family,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (71).wav,I love my family and in the future I want to make my family,7.616125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (43).wav,nature gives us fruits vegetables and grains,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetable and grains to (4).wav,nature gives us fruits vegetable and grains to,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waiting until the bus.wav,mum and dad arrived at the bus station early but waiting until the bus,10.3096875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows his slowly takes a short walk in the open air each (3).wav,in the winter when it snows his slowly takes a short walk in the open air each,7.9876875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open air is day.wav,in the winter when it snows is slowly takes a short walk in the open air is day,6.4086875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (11).wav,I love my family and in the future I want to make my family proud,4.2725
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open air reached (3).wav,in the winter when it snows is slowly takes a short walk in the open air reached,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives a fruits vegetables and.wav,nature gives a fruits vegetables and,3.2508125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family earn in the future I want to make my family (2).wav,I love my family earn in the future I want to make my family,7.058875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the bus came.wav,mum and dad arrived at the bus station early but waited until the bus came,10.6811875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/darkseid bone in mike likes bike Elsa wants book Adams place basket.wav,darkseid bone in mike likes bike Elsa wants book Adams place basket,8.7306875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dogs 8 balls Mike Like bikes Elsa wants a book Adams place.wav,dogs 8 balls Mike Like bikes Elsa wants a book Adams place,7.616125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (158).wav,I don't have time to go with you I am playing cricket,8.4520625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not his slowly takes a short walk in the open air (4).wav,in the winter when it's not his slowly takes a short walk in the open air,5.2941875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (25).wav,nature gives us fruits vegetables and grains,4.2725
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time go time to go with you I am playing.wav,I don't have time go time to go with you I am playing,8.8235625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (31).wav,nature gives us fruits vegetables and grains,3.5294375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go to go with you I am playing cricket (1).wav,I don't have time to go to go with you I am playing cricket,6.5945
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (218).wav,I don't have time to go with you I am playing cricket,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (22).wav,nature gives us fruits vegetables and grains to,4.365375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and the end in the future I want to make my family.wav,I love my family and the end in the future I want to make my family,10.1239375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mother and daughter that the bus station early but weighted until the.wav,mother and daughter that the bus station early but weighted until the,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/natural scaring as our mother it is always sweet like.wav,natural scaring as our mother it is always sweet like,6.78025
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (21).wav,I love my family and in the future I want to make my family proud,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (12).wav,I love my family and in the future I want to make my family,4.736875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I do not have to time go with you I am playing cricket (1).wav,I do not have to time go with you I am playing cricket,4.736875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/division to know all about my grandfather when he is nearly 8393 years old with a long beard.wav,division to know all about my grandfather when he is nearly 8393 years old with a long beard,7.058875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog cheat codes like me make likes bikes Elsa want a book Adam play basketball.wav,dog cheat codes like me make likes bikes Elsa want a book Adam play basketball,16.904125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't I don't have time to go with you I am playing.wav,I don't I don't have time to go with you I am playing,3.6223125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make a my family proud.wav,I love my family and in the future I want to make a my family proud,6.5945
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the bus (16).wav,mum and dad arrived at the bus station early but waited until the bus,5.8514375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dogs 8 bones Michael Jackson bikes Elsa wants book Adam place basket.wav,dogs 8 bones Michael Jackson bikes Elsa wants book Adam place basket,8.2663125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (43).wav,I love my family and in the future I want to make my family,3.9009375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open area.wav,in the winter when it snows is slowly takes a short walk in the open area,5.5728125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/a frog is in the I don't know what the frog is in .wav,a frog is in the I don't know what the frog is in,3.8555625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (135).wav,I love my family and in the future I want to make my family,7.8948125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not his lovely takes a short walk in the open air reached.wav,in the winter when it's not his lovely takes a short walk in the open air reached,6.687375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I went to make my family proud (6).wav,I love my family and in the future I went to make my family proud,7.8019375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Mercedes is a steering as our mother it all it's always sweet like her.wav,Mercedes is a steering as our mother it all it's always sweet like her,6.2229375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/darkseid wants Mike Like bikes is Elsa wants a book autumn place basketball.wav,darkseid wants Mike Like bikes is Elsa wants a book autumn place basketball,9.47375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature fruits vegetable and grains to.wav,nature fruits vegetable and grains to,6.0371875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family cloud.wav,I love my family and in the future I want to make my family cloud,7.616125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/inter winter when it snows his slowly takes a short walk in the open air HD.wav,inter winter when it snows his slowly takes a short walk in the open air HD,9.47375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in nature is very attractive and full of my favourite green colour.wav,in nature is very attractive and full of my favourite green colour,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have to time go with you I am playing cricket.wav,I don't have to time go with you I am playing cricket,4.82975
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (3).wav,I love my family and in the future I want to make my family,5.7585625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it is not slowly takes a short walk in the open air each day.wav,in the winter when it is not slowly takes a short walk in the open air each day,8.3591875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and he puts a a pot on top of his head.wav,and he puts a a pot on top of his head,5.119125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (81).wav,I don't have time to go with you I am playing cricket,3.9009375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family Pro (34).wav,I love my family and in the future I want to make my family Pro,6.873125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (191).wav,I love my family and in the future I want to make my family,6.501625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (77).wav,I don't have time to go with you I am playing cricket,5.6656875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have have time to go with you I am playing cricket.wav,I don't have have time to go with you I am playing cricket,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/manager is very attractive and full of my favourite green colour.wav,manager is very attractive and full of my favourite green colour,3.9009375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I do not have time to go with you I am playing cricket (3).wav,I do not have time to go with you I am playing cricket,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (196).wav,I love my family and in the future I want to make my family,5.5728125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dogs and bones Mike likes bikes Elsa wants a book Adam place basket.wav,dogs and bones Mike likes bikes Elsa wants a book Adam place basket,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (57).wav,I don't have time to go with you I am playing cricket,3.8080625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows he is slowly takes a short walk in in the open a rich day.wav,in the winter when it snows he is slowly takes a short walk in in the open a rich day,6.873125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but weighted until the bus game (1).wav,mum and dad arrived at the bus station early but weighted until the bus game,7.9876875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad avoid at the bus station early but weighted uniquely the bus game.wav,mum and dad avoid at the bus station early but weighted uniquely the bus game,9.195125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (22).wav,nature gives us fruits vegetables and grains,4.365375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (9).wav,I love my family and in the future I want to make my family,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (14).wav,I love my family and in the future I want to make my family proud,5.2941875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and graduation.wav,nature gives us fruits vegetables and graduation,3.6223125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when when it snows is slowly take a short walk in the morning every each.wav,in the winter when when it snows is slowly take a short walk in the morning every each,9.009375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (129).wav,I don't have time to go with you I am playing cricket,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the bus.wav,mum and dad arrived at the bus station early but waited until the bus,7.3375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have tied to go time to go with you I am playing.wav,I don't have tied to go time to go with you I am playing,5.7585625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and he saw that the frog was gone.wav,and he saw that the frog was gone,3.786625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad edible at the bus station early but waiter and still the bus game.wav,mum and dad edible at the bus station early but waiter and still the bus game,7.9876875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the bus (21).wav,mum and dad arrived at the bus station early but waited until the bus,6.78025
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/cause he thinks the frog might be in there .wav,cause he thinks the frog might be in there,3.953375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/at the bus station the bus.wav,at the bus station the bus,8.1734375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (166).wav,I love my family and in the future I want to make my family,6.687375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to take to make my family proud.wav,I love my family and in the future I want to take to make my family proud,5.3870625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and then he broked the the bees' nest .wav,and then he broked the the bees' nest,7.5629375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (137).wav,I don't have time to go with you I am playing cricket,4.551125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (201).wav,I love my family and in the future I want to make my family,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and (2).wav,nature gives us fruits vegetables and,3.5294375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to take my family.wav,I love my family and in the future I want to take my family,4.179625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (40).wav,I love my family and in the future I want to make my family proud,6.5945
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows his slowly takes a short walk in the open air (3).wav,in the winter when it snows his slowly takes a short walk in the open air,5.3870625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (6).wav,nature gives us fruits vegetables and grains to,4.82975
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the bus came (1).wav,mum and dad arrived at the bus station early but waited until the bus came,6.5945
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the dog was sniffing in.wav,the dog was sniffing in,4.7583125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/then the bee's nest falls .wav,then the bee's nest falls,2.2976875
